target,xgboost_weight,selection,validation_pr_auc,oot_roc_auc,oot_pr_auc,oot_brier,oot_precision_pct,oot_recall_pct
early_deterioration_6m,0.25,pre_specified,0.09604792538422562,0.7433359594153696,0.06916233138477518,0.02047057080984913,9.281146840878137,21.72479939480723
early_deterioration_6m,0.5,pre_specified,0.09613509168634951,0.7436384278305952,0.06888398498841034,0.020471835031734033,9.234977723400817,21.61672925728798
early_deterioration_6m,0.75,pre_specified,0.09664691906541842,0.7437771640048263,0.06898596253467103,0.020475651864797356,9.234977723400817,21.61672925728798
