target,xgboost_weight,selection,validation_pr_auc,oot_roc_auc,oot_pr_auc,oot_brier,oot_precision_pct,oot_recall_pct
formal_adverse_6m,0.25,pre_specified,0.29622366126832195,0.9073459259563148,0.2882074912220914,0.0036420998830410463,24.83985358041638,56.12561385370897
formal_adverse_6m,0.5,pre_specified,0.2974273459951909,0.907428443529805,0.29176859829104507,0.0036354186051843073,24.719743765728666,55.8542258981649
formal_adverse_6m,0.75,pre_specified,0.29869625237681224,0.9074083402926341,0.29243139492768144,0.0036278380642918782,24.611072981011212,55.60868441457741
