manifest_date,relative_path,source,bytes,sha256,zip_member,uncompressed_bytes,rows,status
2026-09-15,fannie_mae/data/raw/2016Q1/2016Q1.zip,"Fannie Mae Data Dynamics, Single-Family Loan Performance Primary Dataset",504192354,ead9eb86d53ab9fc3bb84bd8399b92e32420add6022ce4838d304f95e096f7ce,2016Q1.csv,7341487391,26176557,pass
