manifest_date,relative_path,source,bytes,sha256,zip_member,uncompressed_bytes,rows,status
2026-09-15,fannie_mae/data/raw/2024Q1/2024Q1.zip,"Fannie Mae Data Dynamics, Single-Family Loan Performance Primary Dataset",109597834,e2cb1470799ac685c577dd0982187a677adb1f0bec6c3f1915172fcf4ea94724,2024Q1.csv,1423985890,4430015,pass
