manifest_date,relative_path,source,bytes,sha256,zip_member,uncompressed_bytes,rows,status
2026-09-15,fannie_mae/data/raw/2012Q1/2012Q1.zip,"Fannie Mae Data Dynamics, Single-Family Loan Performance Primary Dataset",913379633,08d919cabcb1ab2c36eeeb0aa7954f37c84ccb54bf6933601518e18aa35b5d48,2012Q1.csv,13849103820,50416530,pass
