manifest_date,relative_path,source,bytes,sha256,zip_member,uncompressed_bytes,rows,status
2026-09-15,fannie_mae/data/raw/2006Q1/2006Q1.zip,"Fannie Mae Data Dynamics, Single-Family Loan Performance Primary Dataset",304548692,353664839271579e6489550cdc17d7b30c8c76c198ccb7f206926284fe6c6fc1,2006Q1.csv,4900126335,18198237,pass
